authors,dates,statements,sources,targets,FinalTarget,BinaryTarget
Samantha Putterman,"January 6, 2021",Says shredded ballots were found in Dell boxes in Georgia,Facebook posts,pants-fire,Fake,0
Bill McCarthy,"January 6, 2021","""They just happened to find 50,000 ballots (in the Georgia U.S. Senate runoff elections) late last night.""",Donald Trump,pants-fire,Fake,0
Tom Kertscher,"January 6, 2021",Says Georgia Secretary of State Brad Raffensperger “faces espionage charges.”,Facebook posts,false,Fake,0
Miriam Valverde,"January 6, 2021","Says City Blue Imaging Services in Rochester, N.Y. “printed ballots there. If you search them you’ll see they’re the ones who had ballots misprint errors for the ballots sent to NYC.”",Facebook posts,false,Fake,0
Ciara O'Rourke,"January 6, 2021","Photo shows people protesting the 2020 election in Washington D.C. on Jan. 5, 2021.",Viral image,false,Fake,0
Samantha Putterman,"January 6, 2021","“Dems Pass Bill to Vaccinate Children Without Parental Knowledge, Consent.”",Viral image,half-true,Real,1
Chris Nichols,"January 6, 2021",There are “absolutely no patients” at Los Angeles hospital considered the center of region's COVID-19 surge.,Facebook posts,pants-fire,Fake,0
Jon Greenberg,"January 5, 2021",“The Vice President has the power to reject fraudulently chosen electors.”,Donald Trump,false,Fake,0
Ciara O'Rourke,"January 5, 2021",“President-elect Biden steps down as president-elect.”,Viral image,pants-fire,Fake,0
Ciara O'Rourke,"January 5, 2021",“1776 flag flying over White House!” in January 2021. “Revolution Signal.”,Bloggers,false,Fake,0
Haley BeMiller,"January 5, 2021",On whether he’ll object to the Electoral College results,Ron Johnson,full-flop,Fake,0
Samantha Putterman,"January 5, 2021",New York “is trying to pass a bill that would allow them to round up non mask wearers and people who don’t want to take the vaccine into concentration camps. Then with a court order they can force vaccinate you.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"January 5, 2021","Says Mayor Muriel Bowser “ordered all hotels, restaurants, grocery stores, gas stations, and convenience stores to close Jan. 4, 5 and 6 to discourage Trump supporters from gathering in D.C.”",Viral image,false,Fake,0
Eric Litke,"January 5, 2021",Wisconsin Legislature “Will Likely Decertify State and Award to President Trump.”,Facebook posts,pants-fire,Fake,0
Noah Y.,"• January 4,","“You had (4,925) out-of-state voters… in Georgia.”",Donald Trump,false,Fake,0
Bill McCarthy,"January 4, 2021","After a “major water main break,” Georgia election workers counted “18,000 ballots, all for Biden” that they pulled from suitcases and with no election observers present.",Donald Trump,pants-fire,Fake,0
Eric Litke,"January 4, 2021",“Congress has one job here: to count electoral votes that have in fact been cast by any state.”,Mike Gallagher,true,Real,1
Ciara O'Rourke,"January 4, 2021",Photo shows “people coming from California to Washington DC” to protest election results.,Viral image,false,Fake,0
Tom Kertscher,"January 4, 2021","Says COVID-19 vaccines have “experimental technology never before used on humans” and that some “contain nanochips which can electronically track recipients.""",Viral image,false,Fake,0
Miriam Valverde,"January 4, 2021",“We won Georgia easily. We won it by hundreds of thousands of votes.”,Donald Trump,pants-fire,Fake,0
Daniel Funke,"December 30, 2020","A registered nurse in Nashville, Tenn., developed Bell’s Palsy after receiving the COVID-19 vaccine.",YouTube videos,false,Fake,0
Jessica Calefati,"December 30, 2020","“In my state, as in many other states, we have governors who are closing down businesses again.”",Pat Toomey,true,Real,1
Paul Specht,"December 30, 2020","North Carolina Gov. Roy Cooper ""has not left the Governor's Mansion since the start of the #COVID19 crisis.""",North Carolina Republican Party,pants-fire,Fake,0
Daniel Funke,"December 29, 2020","The Christmas Day explosion in Nashville, Tenn., was the result of a “missile strike.”",Facebook posts,pants-fire,Fake,0
Samantha Putterman,"December 29, 2020",News outlets reported that the Nashville bomber died of COVID-19.,Facebook posts,pants-fire,Fake,0
Samantha Putterman,"December 29, 2020",The Nashville bombing was an attempt to stop an AT&T audit into Dominion software and cover up election corruption.,Facebook posts,pants-fire,Fake,0
Daniel Funke,"December 29, 2020",Cornell University professor Robert Oswald said “COVID-19 was imaginary and fictitious.”,Facebook posts,pants-fire,Fake,0
Louis Jacobson,"December 28, 2020",Says a recent study found no asymptomatic or presymptomatic spread of COVID.,Facebook posts,barely-true,Fake,0
Jon Greenberg,"December 28, 2020",Says “Dr. Fauci lied about masks in March.”,Marco Rubio,false,Fake,0
Amy Sherman,"December 23, 2020","""‘Simple math’ shows Biden claims 13 million more votes than there were eligible voters who voted in 2020 election.”",Facebook posts,pants-fire,Fake,0
Miriam Valverde,"December 22, 2020","Says COVID-19 relief bill “provides more funding to foreign governments and to American arts centers, than to the American people.”",Facebook posts,barely-true,Fake,0
Bill McCarthy,"December 22, 2020","“CDC COVID-19 survival rates” are 99.997% for people ages 0 to 19, 99.98% for people ages 20 to 49, 99.5% for people ages 50 to 69, and 94.6% for people over 70.",X posts,false,Fake,0
Brandon Mulder,"December 22, 2020",Says that the oil and gas industry comprises 35% of the Texas economy.,Christi Craddick,mostly-true,Real,1
Jill Terreri,"• December 22,",“Dead people also voted.”,Claudia Tenney,pants-fire,Fake,0
Miriam Valverde,"December 21, 2020",“Nurse passes out on live TV after taking vaccine.”,Facebook posts,barely-true,Fake,0
Bill McCarthy,"December 21, 2020",Chief Justice John Roberts visited Jeffrey Epstein's private island.,Facebook posts,false,Fake,0
Warren Fiske,"December 21, 2020",“This is a phony pandemic.”,Bob Good,pants-fire,Fake,0
Laura Schulte,"December 21, 2020",“Jurisdictions representing about 80% of WI residents have passed referendums or resolutions in favor of fair maps.”,Chris Larson,true,Real,1
Eric Litke,"December 18, 2020","""New data shows in-person learning isn't driving spikes in cases.""",Mike Gallagher,true,Real,1
Samantha Putterman,"December 18, 2020",Says the new coronavirus vaccines contain toxic ingredients and are more dangerous than getting COVID-19.,Facebook posts,pants-fire,Fake,0
Jon Greenberg,"December 18, 2020",“21% of people are having serious adverse events from (the Moderna) vaccine.”,Bloggers,false,Fake,0
Brandon Mulder,"December 18, 2020","Says that guidance urging vaccinated people to avoid travel and continue wearing masks is ""profoundly anti-science.""",Ted Cruz,pants-fire,Fake,0
Noah Y.,"• December 18,",A 2018 executive order gives Trump the ability to impose martial law,Facebook posts,pants-fire,Fake,0
Amy Sherman,"December 18, 2020",President Donald Trump will hold his inauguration for a second term at Mar-a-Lago,Facebook posts,pants-fire,Fake,0
Paul Specht,"December 18, 2020",Say North Carolina Gov. Roy Cooper was arrested for driving while intoxicated in Stanly County.,Facebook posts,false,Fake,0
Tom Kertscher,"December 18, 2020","Says Raphael Warnock has ""said we need to open up the prisons"" and ""eliminate cash bail.""",Kelly Loeffler,barely-true,Fake,0
Ciara O'Rourke,"December 17, 2020",A Georgia Bureau of Investigation agent was killed for investigating the election.,Facebook posts,false,Fake,0
Simone Esters,"December 17, 2020",“Schools that are consistently implementing COVID-19 mitigation strategies remain among the safest places for our students.”,Mike Parson,mostly-true,Real,1
Seth Taylor,"December 17, 2020","“Millions of Hubbell and Bloomberg dollars wasn’t enough to overcome the Iowa House Republican avalanche of success.""",Iowa Republican Party,half-true,Real,1
Ciara O'Rourke,"December 17, 2020",“This whole COVID thing? It’s a SIMULATION.”,Facebook posts,pants-fire,Fake,0
Jon Greenberg,"December 17, 2020","“Tens and tens of thousands of bridges are in disrepair, some on the verge of collapse.”",Joe Biden,half-true,Real,1
Daniel Funke,"December 17, 2020",“One of the first nurses to receive the vaccine in AL is now dead.”,Facebook posts,false,Fake,0
Miriam Valverde,"December 17, 2020",An Austrian politician “exposed the defectiveness of the government’s Covid-19 tests by demonstrating how even a glass of Coca Cola will test positive for Covid-19.”,Instagram posts,false,Fake,0
Noah Y.,"• December 16,","“6 states will cast their (electoral) votes for Trump AND for Biden,” which will lead to a second Trump term.",Instagram posts,false,Fake,0
Bill McCarthy,"December 16, 2020","The American Medical Association rescinded a previous statement and now says ""hydroxychloroquine is okay"" for COVID-19.",Rush Limbaugh,false,Fake,0
Chris Nichols,"December 16, 2020",“Government imposed lockdowns do NOT reduce [COVID-19] cases or stop spikes.”,James Gallagher,false,Fake,0
Ciara O'Rourke,"December 16, 2020",“NASA confirms earth will go dark for 6 days in December 2020.”,Bloggers,pants-fire,Fake,0
Tom Kertscher,"December 16, 2020","Says Kelly Loeffler supports ""raising taxes on Georgia's middle class.""",Raphael Warnock,false,Fake,0
Paul Egan,"December 16, 2020","“68% error rate in Michigan Voting Machines. Should be, by law, a tiny percentage of one percent.”",Donald Trump,false,Fake,0
Victoria Knight,"December 15, 2020",The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,Donald Trump,false,Fake,0
Bill McCarthy,"December 15, 2020",An optional microchip for COVID-19 vaccines “would give officials information on who has and has not been vaccinated” and “tracks the location of the patient.”,Facebook posts,false,Fake,0
Miriam Valverde,"December 15, 2020",“Pope Francis says covid vaccine will now be required to enter heaven.”,Facebook posts,pants-fire,Fake,0
Eric Litke,"December 15, 2020",“Wisconsin is one of the few states that doesn’t allow absentee ballots to be processed before Election Day.”,Tim Carpenter,true,Real,1
Ciara O'Rourke,"December 14, 2020",The CDC delivers groceries and cleaning products “twice while you’re in quarantine.”,Instagram posts,false,Fake,0
Ciara O'Rourke,"December 14, 2020",“Biden did not win legally.”,Facebook posts,pants-fire,Fake,0
Tom Kertscher,"December 14, 2020","Says Jon Ossoff ""wants total, blanket amnesty and he wants a total lockdown.""",David Perdue,barely-true,Fake,0
Noah Y.,"• December 11,",The COVID-19 pandemic has caused four of the eight “deadliest days in American history.”,Facebook posts,half-true,Real,1
Ciara O'Rourke,"December 11, 2020",“FDA announces 2 deaths of Pfizer vaccine trial participants from ‘serious adverse events.’”,Bloggers,barely-true,Fake,0
Samantha Putterman,"December 11, 2020",The number of people who have died in the U.S. in 2020 is on par with years prior to COVID-19.,Facebook posts,false,Fake,0
Brandon Mulder,"December 11, 2020",Says that this year is the first time during his 27 years as senator “that two African Americans have ever served on the same (Senate) committee.”,Royce West,false,Fake,0
Miriam Valverde,"December 11, 2020","""If all goes 'well' it'll become federal law to get the (COVID-19) vaccine.""",Facebook posts,false,Fake,0
Daniel Funke,"December 11, 2020",“Biden confirms agenda to microchip the masses”,Instagram posts,pants-fire,Fake,0
Tom Kertscher,"December 11, 2020","Says David Perdue “hasn't held a single public town hall meeting in six years” and “sells four meetings a year and a retreat on a private island for a $7,500 corporate PAC check.”",Jon Ossoff,mostly-true,Real,1
Ciara O'Rourke,"December 11, 2020",Photo shows “MAYHEM in Oregon!”,Viral image,false,Fake,0
Amy Sherman,"December 10, 2020",“No candidate has ever won both Florida and Ohio and lost.”,Donald Trump,pants-fire,Fake,0
Ciara O'Rourke,"December 10, 2020",“Voting machines found in bus in Arizona.”,Facebook posts,false,Fake,0
Bill McCarthy,"December 10, 2020","""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",Laura Ingraham,false,Fake,0
Monique Curet,"December 10, 2020",Says Texas Rep. Terry Meza said changing the castle doctrine is meant to create a “peaceful” transfer of property from victims to thieves,Facebook posts,pants-fire,Fake,0
